CODE11	-2195.932	541.356	-326.643	0.027	0.017	0.021	0.000
CODE12	-1649.080	205.961	540.355	0.027	0.016	0.023	0.000
CODE246	-1579.550	-517.273	145.426	0.023	0.019	0.021	0.000
CODE247	-1803.570	-560.667	-246.803	0.023	0.019	0.020	0.000
CSB-086-1	-1468.077	-492.868	356.239	0.025	0.021	0.022	0.000
CSB-086-2	-1485.901	-496.661	324.863	0.025	0.020	0.022	0.000
CSB-086-3	-1503.894	-500.127	293.199	0.023	0.019	0.021	0.000
CSB-086-4	-1522.187	-503.304	261.102	0.024	0.019	0.021	0.000
CSB-086-5	-1539.678	-506.752	230.347	0.025	0.020	0.021	0.000
CSB-086-6	-1557.769	-510.204	198.498	0.026	0.021	0.022	0.000
CSB-086-7	-1833.567	-563.816	-284.568	0.026	0.020	0.022	0.000
CSB-086-8	-1851.598	-567.162	-315.840	0.025	0.020	0.022	0.000
CSB-086-9	-1869.794	-570.957	-347.618	0.027	0.021	0.022	0.000
CSB-086-10	-1888.001	-574.749	-379.446	0.024	0.021	0.021	0.000
CSB-086-11	-1905.680	-578.123	-410.239	0.026	0.021	0.022	0.000
CSB-086-12	-1923.718	-581.319	-441.672	0.024	0.019	0.020	0.000
NUGGET11_1	-2193.136	549.048	-319.866	0.027	0.017	0.021	0.000
NUGGET11_10	-2198.676	535.720	-332.887	0.027	0.017	0.021	0.000
NUGGET11_13	-2201.093	542.934	-335.326	0.028	0.017	0.021	0.000
NUGGET11_A	-2202.160	550.387	-335.361	0.028	0.017	0.021	0.000
NUGGET11_B	-2194.634	533.592	-326.282	0.027	0.017	0.021	0.000
NUGGET11_C	-2191.013	534.220	-319.756	0.027	0.017	0.021	0.000
NUGGET11_D	-2192.049	541.608	-319.782	0.027	0.017	0.021	0.000
NUGGET12_3	-1648.128	213.965	543.953	0.027	0.016	0.023	0.000
NUGGET12_10	-1651.395	199.558	534.742	0.027	0.016	0.023	0.000
NUGGET12_13	-1654.207	206.320	531.549	0.027	0.016	0.023	0.000
NUGGET12_A	-1655.738	213.657	530.685	0.027	0.016	0.023	0.000
NUGGET12_B	-1647.292	198.384	541.557	0.027	0.016	0.023	0.000
NUGGET12_C	-1643.792	199.861	548.011	0.027	0.016	0.023	0.000
NUGGET12_D	-1645.321	207.170	547.163	0.027	0.016	0.023	0.000
NUGGET246_3	-1570.742	-525.942	158.060	0.023	0.019	0.021	0.000
