CODE11	-2022.350	619.340	-413.330	0.024	0.019	0.022	0.000
CODE12	-1610.215	116.086	446.969	0.026	0.017	0.023	0.000
CODE246	-1778.591	-586.596	44.764	0.025	0.017	0.021	0.000
CODE247	-2005.764	-551.166	-346.437	0.025	0.017	0.021	0.000
CSB-086-1	-1664.615	-601.724	255.103	0.029	0.018	0.022	0.000
CSB-086-2	-1682.802	-599.233	223.808	0.031	0.018	0.023	0.000
CSB-086-3	-1701.056	-596.384	192.246	0.036	0.021	0.024	0.000
CSB-086-4	-1719.458	-593.123	160.211	0.034	0.020	0.025	0.000
CSB-086-5	-1737.210	-590.413	129.526	0.032	0.018	0.022	0.000
CSB-086-6	-1755.540	-587.503	97.759	0.031	0.019	0.024	0.000
CSB-086-7	-2035.294	-544.059	-384.050	0.036	0.019	0.022	0.000
CSB-086-8	-2053.512	-541.066	-415.248	0.036	0.020	0.023	0.000
CSB-086-9	-2072.057	-538.466	-446.938	0.033	0.020	0.028	0.000
CSB-086-10	-2090.601	-535.829	-478.700	0.025	0.018	0.023	0.000
CSB-086-11	-2108.525	-532.992	-509.394	0.033	0.019	0.022	0.000
CSB-086-12	-2126.708	-529.867	-540.762	0.026	0.018	0.023	0.000
NUGGET11_1	-2017.208	625.649	-406.495	0.024	0.019	0.022	0.000
NUGGET11_10	-2026.785	614.962	-419.607	0.024	0.019	0.021	0.000
NUGGET11_13	-2026.751	622.593	-421.963	0.024	0.019	0.021	0.000
NUGGET11_A	-2025.358	629.987	-421.920	0.024	0.019	0.021	0.000
NUGGET11_B	-2023.625	611.571	-413.045	0.024	0.019	0.022	0.000
NUGGET11_C	-2019.971	610.927	-406.542	0.024	0.019	0.022	0.000
NUGGET11_D	-2018.575	618.245	-406.491	0.024	0.019	0.022	0.000
NUGGET12_3	-1606.723	123.313	450.639	0.026	0.017	0.023	0.000
NUGGET12_10	-1614.492	110.827	441.313	0.026	0.017	0.023	0.000
NUGGET12_13	-1614.971	118.172	438.199	0.026	0.017	0.023	0.000
NUGGET12_A	-1614.061	125.627	437.413	0.026	0.017	0.023	0.000
NUGGET12_B	-1610.960	108.321	448.092	0.026	0.017	0.023	0.000
NUGGET12_C	-1607.152	108.527	454.532	0.026	0.017	0.023	0.000
NUGGET12_D	-1606.235	115.947	453.761	0.026	0.017	0.023	0.000
NUGGET246_3	-1773.000	-597.774	57.258	0.025	0.017	0.021	0.000
NUGGET246_13	-1773.131	-567.321	48.798	0.025	0.017	0.021	0.000
NUGGET246_21	-1765.066	-583.718	66.597	0.025	0.017	0.021	0.000
NUGGET246_A	-1765.530	-568.425	61.790	0.025	0.017	0.021	0.000
NUGGET246_B	-1786.600	-586.076	31.165	0.025	0.017	0.021	0.000
NUGGET246_C	-1789.005	-600.931	31.302	0.025	0.017	0.021	0.000
NUGGET246_D	-1781.446	-602.051	44.315	0.025	0.017	0.021	0.000
NUGGET247_3	-2000.328	-562.490	-334.037	0.025	0.017	0.021	0.000
NUGGET247_14	-2000.770	-536.042	-342.237	0.025	0.017	0.021	0.000
NUGGET247_21	-1992.281	-548.552	-324.569	0.025	0.017	0.021	0.000
NUGGET247_A	-1992.583	-533.226	-329.246	0.025	0.017	0.021	0.000
NUGGET247_B	-2013.734	-550.516	-360.006	0.024	0.017	0.021	0.000
NUGGET247_C	-2016.298	-565.335	-360.032	0.025	0.017	0.021	0.000
NUGGET247_D	-2008.792	-566.599	-347.023	0.025	0.017	0.021	0.000
