-204.677665	-534.801266	-0.716789
-101.603934	-564.318119	-0.426389
-303.842162	-482.644511	-0.914290
7.430962	-571.909045	-0.174570
-385.271494	-414.346034	-1.126052
116.294427	-558.620494	0.061628
47.982988	-496.074907	-11.821934
220.818167	-519.348096	0.313493
-210.926963	-315.075257	-1.131966
-241.851519	-220.399309	2.171879
-128.719315	-259.467563	5.316970
-89.860388	-222.834061	7.928208
122.206869	-290.614604	4.085009
102.379726	-181.306186	9.218059
-98.301129	-54.442520	11.127794
213.471519	-154.611753	6.009112
147.964828	-115.321162	9.356948
-20.014485	-42.392202	12.123505
-96.074604	-10.553298	11.004405
-168.299232	35.009591	8.346477
54.179555	-34.345318	11.832779
-190.616180	78.364359	6.418528
155.315497	-23.195899	9.440067
335.106214	-92.018466	-0.744947
223.218053	-24.132617	6.631126
-2.850435	132.441853	8.439329
-35.533697	153.262307	7.412193
34.065658	133.667994	8.271564
78.461065	118.323865	8.310002
199.040023	83.494734	5.800602
132.393253	150.591190	5.683477
-18.358479	214.847564	4.190408
67.590138	190.192296	5.131828
507.215302	23.941846	1.686297
241.408468	192.601948	-1.236614
-239.730287	418.601386	-0.405409
132.668250	294.924947	-3.651185
297.970493	273.900801	-10.755532
365.881418	249.848555	-14.622544
431.325825	228.345070	1.439964
73.061884	404.289488	-13.180807
283.188457	386.287119	1.000868
80.194866	465.527448	0.421392
186.137131	434.522049	0.688057
-161.391686	-492.050177	-14.702370
-31.093140	-443.599515	-6.123591
-393.019027	-292.316534	-13.339908
-500.691256	-230.128186	-1.131177
-96.624126	-367.454769	-0.472847
81.520710	-393.296084	-2.041604
-327.468402	-219.870770	-3.577242
25.459577	-357.641988	1.379988
-528.786594	-123.387961	-1.055615
313.499979	-461.078279	0.612022
197.189505	-362.325910	-3.485875
-171.202462	-211.167269	5.903360
-238.413795	-159.734249	4.412281
-531.726944	-11.603872	-1.048379
-161.060149	-149.065290	8.168878
-210.216639	-101.929364	6.993240
-247.577536	-76.022405	5.339001
167.722167	-234.118367	5.333588
-21.996420	-129.047596	11.434345
297.367961	-246.967261	-2.380750
30.299877	-100.978569	11.798884
-210.853295	14.178203	6.856224
-235.171589	51.813420	5.000121
492.147591	-193.708133	1.406294
-64.386782	27.202784	11.099787
-68.969499	144.624670	7.407950
-84.980093	220.083664	3.105365
308.126945	76.001415	-0.371894
483.333363	130.435811	1.680917
-29.130326	473.423515	0.175891
-191.780663	-54.377483	8.175739
392.723319	-386.935066	0.929121
-159.349550	194.017595	2.624706
130.554363	60.762959	8.936220
386.850992	166.086016	-10.961941
385.952975	0.313869	-5.272265
190.473552	-484.042273	-15.034736
-225.148039	-346.494084	-4.045455
-30.762287	-290.577441	5.538611
-290.230937	-129.536104	2.003356
191.144514	376.790056	-14.066260
-100.597320	315.867845	-4.547866
4.628161	311.091958	-2.903990
-17.576235	-58.934444	12.127785
453.272069	-294.803720	1.243943
-19.798656	28.990434	11.421417
-122.413933	138.529524	6.569194
513.151927	-87.472400	1.565684
-135.458419	456.842106	-0.107018
364.592878	312.982223	1.250722
-315.082769	-379.308481	-12.760854
-380.782015	-97.729729	-4.699794
-79.278409	-110.136749	11.124278
-158.880742	115.092569	6.397342
451.422598	84.130687	-14.325170
-279.292103	71.847906	1.982112
-231.753826	143.217345	2.032716
-245.261766	-13.186361	5.453781
301.112948	-392.195213	-12.780934
33.088071	-231.769328	8.494670
417.216418	-244.214367	-13.092648
464.143392	-84.057590	-13.648155
-459.552167	-97.135819	-13.102073
-499.783293	2.081871	-18.325096
-306.373485	-29.483274	1.731318
-512.735657	93.954789	-1.005807
-366.650888	44.026379	-3.981116
-345.119348	70.959606	-2.820217
-473.025658	194.726363	-0.983967
-303.279085	164.864048	-3.444291
-369.183838	280.143185	-17.372771
-213.179249	252.817081	-3.591664
-78.762879	419.200165	-15.106691
-205.090302	389.607299	-16.292420
-410.505450	287.824983	-0.879842
-417.807415	101.015466	-10.763586
-333.223331	360.844419	-0.666588
22.250912	32.039821	11.462007
-456.329302	-97.444787	-12.924178
-221.347716	-347.809109	-4.107206
459.821669	-293.178733	1.129836
84.190861	487.493395	-8.045274
472.822022	-307.295848	-11.289223
514.051534	-207.410130	-9.365332
291.111432	403.213925	3.776927
-453.986777	-326.444768	-0.986881
