CODE11	-1512.408	580.740	-325.962	0.028	0.019	0.019	0.000
CODE12	-1487.015	163.951	668.518	0.029	0.015	0.017	0.000
CODE246	-1336.116	-560.287	298.986	0.025	0.017	0.017	0.000
CODE247	-1352.910	-568.196	-154.422	0.024	0.017	0.017	0.000
CSB-086-1	-1334.804	-553.588	538.548	0.027	0.018	0.019	0.000
CSB-086-2	-1336.086	-554.566	502.328	0.026	0.018	0.017	0.000
CSB-086-3	-1337.370	-555.194	465.772	0.027	0.018	0.017	0.000
CSB-086-4	-1338.648	-555.473	428.725	0.029	0.020	0.019	0.000
CSB-086-5	-1339.854	-556.151	393.217	0.026	0.018	0.017	0.000
CSB-086-6	-1341.149	-556.745	356.454	0.027	0.018	0.018	0.000
CSB-086-7	-1361.751	-566.665	-201.919	0.027	0.019	0.019	0.000
CSB-086-8	-1363.221	-567.155	-238.145	0.028	0.018	0.018	0.000
CSB-086-9	-1364.662	-568.072	-274.924	0.035	0.020	0.020	0.000
CSB-086-10	-1366.104	-568.960	-311.752	0.036	0.023	0.020	0.000
CSB-086-11	-1367.512	-569.554	-347.382	0.026	0.018	0.018	0.000
CSB-086-12	-1368.874	-569.855	-383.749	0.032	0.020	0.019	0.000
NUGGET11_1	-1512.136	587.907	-318.107	0.028	0.019	0.019	0.000
NUGGET11_10	-1512.613	575.608	-333.163	0.028	0.019	0.019	0.000
NUGGET11_13	-1512.615	583.115	-335.909	0.028	0.019	0.019	0.000
NUGGET11_A	-1512.551	590.642	-335.882	0.028	0.019	0.019	0.000
NUGGET11_B	-1512.469	572.878	-325.608	0.028	0.019	0.019	0.000
NUGGET11_C	-1512.292	572.923	-318.115	0.028	0.019	0.019	0.000
NUGGET11_D	-1512.214	580.387	-318.078	0.028	0.019	0.019	0.000
NUGGET12_3	-1486.813	171.705	672.726	0.029	0.015	0.017	0.000
NUGGET12_10	-1487.252	157.989	662.022	0.029	0.015	0.017	0.000
NUGGET12_13	-1487.302	165.106	658.395	0.029	0.015	0.017	0.000
NUGGET12_A	-1487.260	172.602	657.463	0.029	0.015	0.017	0.000
NUGGET12_B	-1487.021	156.185	669.854	0.029	0.015	0.017	0.000
NUGGET12_C	-1486.802	157.100	677.280	0.029	0.015	0.017	0.000
NUGGET12_D	-1486.774	164.561	676.360	0.029	0.015	0.017	0.000
NUGGET246_3	-1335.513	-570.222	313.587	0.025	0.017	0.017	0.000
NUGGET246_13	-1336.222	-540.346	303.355	0.025	0.017	0.017	0.000
NUGGET246_21	-1335.189	-554.928	324.243	0.025	0.017	0.017	0.000
NUGGET246_A	-1335.628	-540.005	318.433	0.025	0.017	0.017	0.000
NUGGET246_B	-1336.702	-561.295	283.234	0.025	0.017	0.017	0.000
NUGGET246_C	-1336.599	-576.328	283.568	0.025	0.017	0.017	0.000
NUGGET246_D	-1336.060	-576.009	298.637	0.025	0.017	0.017	0.000
NUGGET247_3	-1352.374	-578.303	-139.960	0.024	0.017	0.017	0.000
NUGGET247_14	-1352.857	-552.410	-149.755	0.025	0.017	0.017	0.000
NUGGET247_21	-1351.987	-563.099	-129.128	0.024	0.017	0.017	0.000
NUGGET247_A	-1352.338	-548.098	-134.757	0.024	0.017	0.017	0.000
NUGGET247_B	-1353.485	-569.055	-170.146	0.025	0.017	0.017	0.000
NUGGET247_C	-1353.463	-584.092	-170.028	0.024	0.017	0.017	0.000
NUGGET247_D	-1352.933	-583.931	-154.963	0.024	0.017	0.017	0.000
TARGET02	-1514.005	-427.283	166.827	0.029	0.018	0.019	0.000
TARGET03	-1510.815	-392.482	267.205	0.028	0.018	0.019	0.000
TARGET04	-1525.655	-348.556	-252.690	0.031	0.018	0.019	0.000
TARGET05	-1518.529	-245.722	14.319	0.030	0.018	0.020	0.000
TARGET06	-1515.135	-237.509	139.719	0.030	0.017	0.019	0.000
TARGET07	-1509.528	-160.094	202.187	0.028	0.017	0.019	0.000
TARGET08	-1510.382	-156.303	82.539	0.029	0.018	0.021	0.000
TARGET09	-1508.311	-108.251	59.227	0.030	0.017	0.019	0.000
TARGET10	-1518.703	-96.002	-162.810	0.030	0.017	0.019	0.000
TARGET11	-1529.004	-89.635	-449.775	0.032	0.018	0.020	0.000
TARGET12	-1511.203	-72.793	-58.767	0.031	0.018	0.020	0.000
TARGET13	-1503.758	-38.201	214.658	0.029	0.017	0.019	0.000
TARGET14	-1517.749	-27.003	-185.237	0.029	0.017	0.019	0.000
TARGET15	-1503.570	0.752	89.366	0.029	0.017	0.019	0.000
TARGET16	-1505.183	3.497	29.142	0.028	0.017	0.020	0.000
TARGET17	-1502.594	32.214	279.008	0.029	0.017	0.019	0.000
TARGET18	-1502.056	45.995	126.944	0.031	0.018	0.020	0.000
TARGET19	-1505.708	48.341	-9.719	0.030	0.018	0.020	0.000
TARGET20	-1511.345	76.878	-124.614	0.029	0.017	0.019	0.000
TARGET21	-1501.116	104.621	224.216	0.030	0.017	0.019	0.000
TARGET22	-1505.088	119.079	-8.299	0.030	0.017	0.020	0.000
TARGET23	-1501.511	137.178	260.540	0.030	0.017	0.019	0.000
TARGET24	-1509.786	165.542	-98.697	0.030	0.017	0.019	0.000
TARGET25	-1514.163	188.872	-162.369	0.030	0.017	0.020	0.000
TARGET26	-1508.064	235.136	-45.682	0.030	0.018	0.021	0.000
TARGET27	-1502.620	242.394	170.512	0.029	0.017	0.019	0.000
TARGET28	-1504.773	268.857	70.376	0.029	0.017	0.019	0.000
TARGET29	-1512.326	280.791	-101.460	0.028	0.017	0.019	0.000
TARGET30	-1521.023	312.717	-205.825	0.028	0.017	0.019	0.000
TARGET31	-1505.648	326.036	148.336	0.030	0.017	0.019	0.000
TARGET32	-1507.502	333.623	59.281	0.030	0.018	0.020	0.000
TARGET33	-1523.802	335.059	-410.491	0.029	0.017	0.019	0.000
TARGET34	-1517.920	397.872	-101.995	0.032	0.019	0.020	0.000
TARGET35	-1498.677	437.615	427.771	0.031	0.018	0.020	0.000
TARGET36	-1515.388	454.738	36.037	0.031	0.019	0.020	0.000
TARGET37	-1532.458	495.866	-197.514	0.030	0.019	0.020	0.000
TARGET38	-1500.481	510.498	343.982	0.030	0.018	0.019	0.000
TARGET39	-1515.149	554.293	-174.350	0.030	0.019	0.020	0.000
TARGET40	-1508.696	604.253	35.618	0.029	0.019	0.020	0.000
TARGET41	-1518.272	498.992	-266.826	0.033	0.020	0.023	0.000
TARGET43	-1528.596	-187.140	-402.176	0.029	0.017	0.019	0.000
TARGET44	-1503.020	85.131	58.098	0.030	0.017	0.020	0.000
TARGET45	-1501.514	134.325	124.320	0.030	0.017	0.019	0.000
TARGET46	-1516.887	63.543	-199.677	0.030	0.017	0.019	0.000
TARGET47	-1506.196	270.348	23.459	0.032	0.018	0.020	0.000
TARGET48	-1526.109	233.083	-455.690	0.029	0.017	0.019	0.000
TARGET49	-1521.219	426.062	-350.272	0.030	0.018	0.019	0.000
TARGET50	-1507.809	-126.324	139.391	0.030	0.017	0.019	0.000
TARGET51	-1503.749	256.369	272.618	0.031	0.017	0.020	0.000
TARGET52	-1511.016	424.194	161.347	0.032	0.018	0.020	0.000
TARGET53	-1520.560	535.774	130.928	0.030	0.018	0.019	0.000
TARGET54	-1525.017	552.179	10.866	0.036	0.020	0.020	0.000
TARGET55	-1502.099	217.668	218.278	0.030	0.017	0.019	0.000
TARGET56	-1517.434	-440.683	55.621	0.032	0.020	0.021	0.000
TARGET57	-1523.230	-399.768	-155.731	0.031	0.018	0.020	0.000
TARGET58	-1524.255	-334.594	214.478	0.031	0.018	0.019	0.000
TARGET59	-1521.120	-281.090	318.249	0.033	0.019	0.020	0.000
TARGET60	-1504.346	-261.485	440.587	0.031	0.017	0.018	0.000
TARGET61	-1518.005	-271.908	141.905	0.029	0.017	0.019	0.000
TARGET62	-1526.859	-293.488	-73.819	0.030	0.018	0.019	0.000
TARGET63	-1501.555	-171.761	504.829	0.032	0.018	0.019	0.000
TARGET64	-1541.673	-252.303	-294.910	0.034	0.019	0.021	0.000
TARGET65	-1519.866	-193.064	-96.252	0.031	0.018	0.020	0.000
TARGET66	-1513.321	-150.473	-20.002	0.034	0.018	0.020	0.000
TARGET67	-1506.722	-92.464	279.701	0.029	0.017	0.019	0.000
TARGET68	-1528.992	-136.232	-258.151	0.031	0.018	0.020	0.000
TARGET69	-1504.855	-64.722	151.952	0.029	0.017	0.019	0.000
TARGET70	-1502.288	12.768	214.331	0.030	0.017	0.019	0.000
TARGET71	-1501.443	87.777	140.487	0.029	0.017	0.019	0.000
TARGET72	-1528.635	18.028	-473.567	0.031	0.017	0.019	0.000
TARGET73	-1503.356	262.372	142.363	0.031	0.018	0.019	0.000
TARGET74	-1509.436	319.729	-15.342	0.031	0.018	0.020	0.000
TARGET75	-1531.191	425.044	-247.000	0.031	0.018	0.020	0.000
TARGET76	-1511.871	593.768	-72.215	0.031	0.020	0.021	0.000
TARGET83	-1527.663	126.338	-473.891	0.030	0.017	0.019	0.000
TARGET84	-1526.666	494.080	-125.618	0.033	0.019	0.020	0.000
TARGET86	-1487.236	174.405	651.892	0.037	0.021	0.024	0.000
TARGET87	-1511.468	-0.999	-105.535	0.030	0.017	0.019	0.000
TARGET89	-1527.479	-274.615	-336.343	0.031	0.018	0.019	0.000
TARGET90	-1503.807	-27.300	258.820	0.031	0.017	0.019	0.000
TARGET91	-1503.368	70.556	49.935	0.030	0.018	0.020	0.000
TARGET92	-1502.343	151.877	83.326	0.031	0.018	0.021	0.000
TARGET93	-1505.562	595.461	145.635	0.031	0.019	0.019	0.000
TARGET94	-1509.677	391.191	261.341	0.038	0.020	0.021	0.000
TARGET95	-1506.423	-102.224	220.504	0.032	0.017	0.019	0.000
TARGET97	-1506.989	42.467	413.027	0.032	0.017	0.019	0.000
TARGET98	-1504.689	-4.748	330.390	0.032	0.017	0.019	0.000
TARGET99	-1502.102	96.514	292.742	0.035	0.019	0.021	0.000
TARGET100	-1503.245	183.130	322.176	0.032	0.017	0.019	0.000
TARGET101	-1501.704	182.789	243.981	0.032	0.017	0.019	0.000
TARGET102	-1518.007	495.619	278.096	0.038	0.020	0.021	0.000
TARGET103	-1536.919	-342.982	544.730	0.058	0.039	0.042	0.000
TARGET104	-1499.417	-68.370	547.359	0.032	0.016	0.018	0.000
TARGET105	-1515.517	-122.459	449.865	0.033	0.017	0.019	0.000
TARGET106	-1517.425	-44.070	522.936	0.034	0.017	0.019	0.000
TARGET107	-1532.175	-385.159	30.857	0.033	0.020	0.021	0.000
TARGET108	-1528.519	7.215	-310.674	0.032	0.018	0.019	0.000
TARGET109	-1541.472	52.555	-421.385	0.033	0.018	0.020	0.000
TARGET110	-1525.151	165.400	-290.821	0.032	0.018	0.020	0.000
TARGET111	-1537.472	371.523	-336.414	0.033	0.019	0.020	0.000
TARGET112	-1502.745	563.879	250.561	0.031	0.019	0.019	0.000
TARGET113	-1514.143	631.992	-324.198	0.039	0.030	0.034	0.000
TARGET114	-1540.265	218.908	-408.177	0.037	0.020	0.022	0.000
TARGET115	-1528.974	269.799	-305.329	0.034	0.020	0.022	0.000
TARGET116	-1540.860	-127.092	-365.622	0.035	0.018	0.020	0.000
TARGET117	-1535.146	-314.329	-166.200	0.035	0.020	0.022	0.000
TARGET118	-1509.874	-94.975	375.807	0.037	0.018	0.021	0.000
TARGET119	-1497.942	37.027	567.217	0.042	0.019	0.020	0.000
TARGET120	-1501.708	70.016	256.592	0.034	0.018	0.020	0.000
TARGET121	-1505.991	75.284	402.471	0.034	0.018	0.020	0.000
TARGET122	-1510.808	77.519	481.329	0.034	0.017	0.019	0.000
TARGET123	-1503.355	99.532	341.158	0.032	0.017	0.020	0.000
TARGET125	-1497.119	145.328	565.996	0.036	0.018	0.020	0.000
